id_servicio;servicio;id_diagnostico;diagnostico
42;GUARDIA OBSTETRICA;N81;PROLAPSO GENITAL FEMENINO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;N81.4;PROLAPSO UTEROVAGINAL SIN OTRA ESPECIFIC
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;N82.0;FISTULA VESICOVAGINAL
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;N83.2;OTROS QUIST.OVARICOS Y LOS NO ESPECIFICA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;N83.7;HEMATOMA DE LIGAMENTO ANCHO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;N84.0;POLIPO DEL CUERPO DEL UTERO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;N84.2;POLIPO DE LA VAGINA
42;GUARDIA OBSTETRICA;N89;OTROS TRANS. NO INFLAMAT.DE LA VAGINA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;N89.8;OTROS TRAST.ESPECIF.NO INFLAM.DE VAGINA
42;GUARDIA OBSTETRICA;N90.5;ATROFIA DE LA VULVA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;N90.7;QUISTE DE LA VULVA
42;GUARDIA OBSTETRICA;N91;MENSTRUACION AUSENTE, ESCASA O RARA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;N91.0;AMENORREA PRIMARIA
42;GUARDIA OBSTETRICA;N91.1;AMENORREA SECUNDARIA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;N91.2;AMENORREA SIN OTRA ESPECIFICACION
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;N92;MENSTRUACION EXCESIVA, FRECUENTE E IRREG
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;N92.0;MENSTRUACION EXCESIVA Y FREC.C/CICLO REG
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;N92.1;MENSTRUACION EXCESIVA Y FREC.C/CICLO IRR
42;GUARDIA OBSTETRICA;N92.2;MENSTRUACION EXCESIVA EN LA PUBERTAD
42;GUARDIA OBSTETRICA;N92.4;HEMORRAGIA EXCESIVA EN PERI.PREMENOPAUSI
42;GUARDIA OBSTETRICA;N92.5;OTRAS MENSTRUACIONES IRREG.ESPECIFICADAS
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;N92.6;MENSTRUACION IRREGULAR NO ESPECIFICADA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;N93;OTRAS HEMORRAGIAS UTER O VAGIN ANORM
42;GUARDIA OBSTETRICA;N93.0;HEMORRAGIA POSTCOITO Y POSTCONTACO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;N93.8;O.HEM.UTERINAS O VAGINALES ANORMALES
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;N93.9;HEMORRAGIA VAG.Y UTERINA ANORMAL NO ESPE
42;GUARDIA OBSTETRICA;N94;DOLOR Y OT.AF.REL.CON ORG.GEN.FEM.Y MENS
42;GUARDIA OBSTETRICA;N94.0;DOLOR INTERMENSTRUAL
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;N94.1;DISPAREUNIA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;N94.2;VAGINISMO
123;GUARDIA EMERGENCIA;N94.4;DISMENORREA PRIMARIA
123;GUARDIA EMERGENCIA;N94.5;DISMENORREA SECUNDARIA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;N94.6;DISMENORREA NO ESPECIFICADA
123;GUARDIA EMERGENCIA;N94.8;OTRAS AFECCIONES ESPECIF ASOC CON LOS ORG GENITALES FEM Y EL CICLO MENSTRUAL
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;N94.9;AFEC.NO ESP.ASOC.C/ORG.GENT.FEM.Y CICLO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;N95;OTROS TRANSTORNOS MENOPAUSICOS Y PERIMEN
123;GUARDIA EMERGENCIA;N95.0;HEMORRAGIA POSTMENOPAUSICA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;N95.2;VAGINITIS ATROFICA POSTMENOPAUSICA
123;GUARDIA EMERGENCIA;N95.9;TRASTORNO MENOPAUSICO Y PERIMENOPAUSICO- NO ESPECIFICADO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;N98.0;INFECCION ASOC.C/INSEMINACION ARTIFICIAL
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;N98.1;HIPERESTIMULACION DE OVARIOS
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;NULL;NULL
42;GUARDIA OBSTETRICA;O00;EMBARAZO ECTOPICO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;O00.0;EMBARAZO ABDOMINAL
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;O00.9;EMBARAZO ECTOPICO NO ESPECIFICADO
42;GUARDIA OBSTETRICA;O01;MOLA HIDATIFORME
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;O02;OTROS PRODUC. ANORMALES  DE LA CONCEPCIO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;O02.0;DETENCION DEL DESARR.DEL HUEVO Y MOLA HI
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;O02.1;ABORTO RETENIDO
42;GUARDIA OBSTETRICA;O02.8;OTR.PRODUCT.ANORMAL.ESPECIF.DE LA CONCEP
42;GUARDIA OBSTETRICA;O03;ABORTO ESPONTANEO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;O03.0;ABORTO ESPONTANEO, INCOMPLETO, COMPLICAD
42;GUARDIA OBSTETRICA;O03.1;ABORTO ESPONTANEO, INCOMPLETO, COMPLICAD
42;GUARDIA OBSTETRICA;O03.4;ABORTO ESPONTANEO, INCOMPLETO, SIN COMPL
42;GUARDIA OBSTETRICA;O03.5;ABORTO ESPONTANEO, COMPLETO O NO ESPECIF
42;GUARDIA OBSTETRICA;O03.6;ABORTO ESPONTANEO, COMPLETO O NO ESPECIF
42;GUARDIA OBSTETRICA;O03.7;ABORTO ESPONTANEO, COMPLETO O NO ESPECIF
42;GUARDIA OBSTETRICA;O03.8;ABORTO ESPONTANEO, COMPLETO O NO ESPECIF
42;GUARDIA OBSTETRICA;O03.9;ABORTO ESPONTANEO, COMPLETO O NO ESPECIF
42;GUARDIA OBSTETRICA;O04;ABORTO MEDICO
42;GUARDIA OBSTETRICA;O04.0;ABORTO MEDICO, INCOMPLETO, COMPLICADO CO
42;GUARDIA OBSTETRICA;O04.1;ABORTO MEDICO, INCOMPLETO, COMPLICADO PO
42;GUARDIA OBSTETRICA;O04.2;ABORTO MEDICO, INCOMPLETO, COMPLICADO PO
42;GUARDIA OBSTETRICA;O04.3;ABORTO MEDICO, INCOMPLETO, CON OTRAS COM
42;GUARDIA OBSTETRICA;O04.4;ABORTO MEDICO, INCOMPLETO, SIN COMPLICAC
42;GUARDIA OBSTETRICA;O04.5;ABORTO MEDICO, COMPLETO O NO ESPECIFICAD
123;GUARDIA EMERGENCIA;O04.6;ABORTO MEDICO COMPLETO O S/E- COMPLICADO POR HEMORRAGIA EXCESIVA O TARDIA
42;GUARDIA OBSTETRICA;O05;OTRO ABORTO
42;GUARDIA OBSTETRICA;O05.0;OTRO ABORTO, INCOMPLETO, COMPLICADO CON
42;GUARDIA OBSTETRICA;O05.4;OTRO ABORTO, INCOMPLETO, SIN COMPLICACIO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;O05.7;OTRO ABORTO, COMPLETO O NO ESPECIFICADO,
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;O06;ABORTO NO ESPECIFICADO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;O06.0;ABORTO NO ESPECIFICADO, INCOMPLETO, COMP
42;GUARDIA OBSTETRICA;O06.4;ABORTO NO ESPECIFICADO, INCOMPLETO, SIN
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;O06.9;ABORTO NO ESPECIFICADO, COMPLETO O NO ES
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;O08.0;INFECC.GENIT.Y PELVIAN.CONSEC.ABORT.EMBA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;O08.1;HEMORRAG.EXCESIV.O TARDIA CONSEC.ABORT.
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;O08.8;OTR.COMPLICAC.CONSEC.AL ABORT.AL EMBAR.E
42;GUARDIA OBSTETRICA;O10.0;HIPERTENS.ESENC.PREEXISTENT.COMP.EMBARAZ
42;GUARDIA OBSTETRICA;O12.0;EDEMA GESTACIONAL
42;GUARDIA OBSTETRICA;O14;HIPERT.GEST.(IND.X EMB) C/PROTEIN.SIGNIF
42;GUARDIA OBSTETRICA;O14.1;PREECLAMPSIA SEVERA
42;GUARDIA OBSTETRICA;O14.9;PREECLAMPSIA NO ESPECIFICADA
42;GUARDIA OBSTETRICA;O16;HIPERTENSION MATERNA, NO ESPECIFICADA
42;GUARDIA OBSTETRICA;O20;HEMORRAGIA PRECOZ DEL EMBARAZO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;O20.0;AMENAZA DE ABORTO
42;GUARDIA OBSTETRICA;O20.8;OTRAS HEMORRAGIAS PRECOCES DEL EMBARAZO
42;GUARDIA OBSTETRICA;O20.9;HEMORRAGIA PRECOZ DEL EMBARAZ.S/ESPEC.
42;GUARDIA OBSTETRICA;O21;VOMITOS EXCESIVOS DEL EMBARAZO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;O21.0;HIPEREMESIS GRAVIDICA LEVE
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;O21.1;HIPEREMESIS GRAVIDICA CON TRAST.METABOLI
42;GUARDIA OBSTETRICA;O21.2;HIPEREMESIS GRAVIDICA TARDIA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;O21.9;VOMITOS DEL EMBARAZO NO ESPECIFICADOS
42;GUARDIA OBSTETRICA;O22.4;HEMORROIDES EN EL EMBARAZO
42;GUARDIA OBSTETRICA;O23;INFEC.VIAS GENITOURINARIAS EN EL EMB.
42;GUARDIA OBSTETRICA;O23.0;INFECC.DEL RINON EN EL EMBARAZO
42;GUARDIA OBSTETRICA;O23.1;INFECC.DE LA VEJIGA URINARIA ENE EL EMBA
42;GUARDIA OBSTETRICA;O23.3;INFECC.DE OTR.PARTES DE VIAS URIN.EMBARA
42;GUARDIA OBSTETRICA;O23.4;INFECC.NO ESPEC.DE VIAS URINAR.EN EL EMB
42;GUARDIA OBSTETRICA;O23.5;INFECCION GENITAL EN EL EMBARAZO
42;GUARDIA OBSTETRICA;O23.9;OTR.INFECC.Y NO ESPEC.DE VIAS GENITOURIN
42;GUARDIA OBSTETRICA;O24;DIABETES MELLITUS EN EL EMBARAZO
42;GUARDIA OBSTETRICA;O24.9;DIABETES MELLITUS NO ESPEC.EN EL EMBARAZ
132;GUARDIA NEONATOLOGICA;O26;AT.A MADRE X OT.COMPL.REL.PR.CON EL EMB.
42;GUARDIA OBSTETRICA;O26.4;HERPES GESTACIONAL
42;GUARDIA OBSTETRICA;O26.6;TRAST.DEL HIG.EN EL EMBARAZO PARTO PUERP
42;GUARDIA OBSTETRICA;O26.8;OTRAS COMPLIC.ESPECIF.RELACION.CON EMBAR
42;GUARDIA OBSTETRICA;O26.9;COMPLICAC.RELAC.CON EMBARAZO NO ESPECIFI
42;GUARDIA OBSTETRICA;O28;HALLAZGOS ANORMALES EN EX.PRENAT.MADRE
42;GUARDIA OBSTETRICA;O28.3;HALLAZG.ULTRASONIC.ANORM.EN EXAM.PRENATA
42;GUARDIA OBSTETRICA;O30.0;EMBARAZO DOBLE
123;GUARDIA EMERGENCIA;O31.2;EMBARAZO QUE CONTINUA DESPUES DE LA MUERTE INTRAUTERINA DE UN FETO O MAS
42;GUARDIA OBSTETRICA;O34.2;ATENC.MATERN.X CICATRIZ UTERIN.CIRUG.PRE
42;GUARDIA OBSTETRICA;O40;POLIHIDRAMNIOS
42;GUARDIA OBSTETRICA;O41.0;OLIGOHIDRAMNIOS
42;GUARDIA OBSTETRICA;O41.8;OTR.TRAST.ESPEC.EL LIQUID.AMNIOT.Y MEMBR
42;GUARDIA OBSTETRICA;O42;RUPTURA PREMATURA DE LAS MEMBRANAS
42;GUARDIA OBSTETRICA;O42.1;RUPTURA PREMAT.DE MEMBR.INIC.PARTO
42;GUARDIA OBSTETRICA;O42.2;RUPT.PREMAT.MEMBR.TRABAJ.PARTO X TERAPEU
42;GUARDIA OBSTETRICA;O42.9;RUPTURA PREMATURA DE MEMBR.S/ESP
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;O43.8;OTROS TRASTORNOS PLACENTARIOS
42;GUARDIA OBSTETRICA;O44.1;PLACENTA PREVIA C/HEMORRAGIA
42;GUARDIA OBSTETRICA;O45.9;DESPREND.PREMAT.DE PLACENT.S/ESPECIFIC
42;GUARDIA OBSTETRICA;O46;HEMORRAGIA ANTEPARTO, NO CLASIF.O/PARTE
42;GUARDIA OBSTETRICA;O46.8;OTRAS HEMORRAGIAS ANTEPARTO
42;GUARDIA OBSTETRICA;O46.9;HEMORRAGIA ANTEPARTO NO ESPECIFICADO
42;GUARDIA OBSTETRICA;O47;FALSO TRABAJO DE PARTO
42;GUARDIA OBSTETRICA;O47.0;FALSO TRAB.DE PART.ANTES 37 SEMAN.COMPL.
42;GUARDIA OBSTETRICA;O47.1;FALSO TRAB.PART.37 Y MAS SEMAN.COMPLET.
42;GUARDIA OBSTETRICA;O47.9;FALSO TRABAJO DE PARTO S/ESPECIFICACION
42;GUARDIA OBSTETRICA;O48;EMBARAZO PROLONGADO
42;GUARDIA OBSTETRICA;O60;PARTO PREMATURO
42;GUARDIA OBSTETRICA;O60.0;TRABAJO DE PARTO PREMATURO SIN PARTO
42;GUARDIA OBSTETRICA;O60.1;TRAB.PARTO PREMAT.ESPONT.C/PARTO PREMAT
42;GUARDIA OBSTETRICA;O60.3;PARTO PREMATURO SIN TRAB.DE PARTO ESPONT
42;GUARDIA OBSTETRICA;O62;ANORM.DE LA DINAMICA  DEL TRAB.DE PARTO
42;GUARDIA OBSTETRICA;O62.0;CONTRACCIONES PRIMARIAS INADECUADAS
42;GUARDIA OBSTETRICA;O62.3;TRABAJO DE PARTO PRECIPITADO
42;GUARDIA OBSTETRICA;O62.9;ANOMALIA DINAMIC.DEL TRAB.PARTO NO ESPEC
42;GUARDIA OBSTETRICA;O63;TRABAJO DE PARTO PROLONGADO
42;GUARDIA OBSTETRICA;O63.9;TRABAJO DE PARTO PROLONGADO NO ESPEC.
42;GUARDIA OBSTETRICA;O66.9;TRABAJ.PARTO OBSTRUIDO SIN OTRA ESPECIFI
42;GUARDIA OBSTETRICA;O70.0;DESGARR.PERINEAL DE PRIMER GRAD.DEL PART
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;O70.1;DESGARR.PERINEAL DE SEGUN.GRADO DEL PART
42;GUARDIA OBSTETRICA;O71.4;DESGARRO VAGINAL OBSTETRICO ALTO,SOLO
42;GUARDIA OBSTETRICA;O71.7;HEMATOMA OBSTETRICO DE LA PELVIS
42;GUARDIA OBSTETRICA;O71.9;TRAUMA OBSTETRICO NO ESPECIFICADO
42;GUARDIA OBSTETRICA;O75.3;OTRAS INFECCIONES DURANT.TRAB.PARTO
42;GUARDIA OBSTETRICA;O75.7;PARTO VAGINAL POSTER.A UNA CESAREA PREVI
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;O75.9;COMPLIC.NO ESPEC.DEL TRAB.PARTO Y PARTO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;O80;PARTO UNICO ESPONTANEO
42;GUARDIA OBSTETRICA;O80.9;PARTO UNICO ESPONTANEO S/ESPECIFICACION
42;GUARDIA OBSTETRICA;O82;PARTO UNICO POR CESAREA
42;GUARDIA OBSTETRICA;O82.0;PARTO CON CESAREA ELECTIVA
42;GUARDIA OBSTETRICA;O82.1;PARTO CON CESAREA DE EMERGENCIA
42;GUARDIA OBSTETRICA;O82.9;PARTO POR CESAREA S/ESPECIFIC.
42;GUARDIA OBSTETRICA;O83;OTROS PARTOS UNICOS ASISTIDOS
42;GUARDIA OBSTETRICA;O83.3;PARTO DE FETO VIABLE EN EMBARAZO ABDOMIN
42;GUARDIA OBSTETRICA;O83.9;PARTO UNICO ASISTIDO S/ESPECIF.
42;GUARDIA OBSTETRICA;O84;PARTO MULTIPLE
42;GUARDIA OBSTETRICA;O86.0;INFECCION DE HERIDA QUIRURGICA OBSTETRIC
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;O86.2;INFECC.DE LAS VIAS URINARIAS CONSEC.PART
42;GUARDIA OBSTETRICA;O87.3;TROMBOSIS VENOSA EN EL PUERPERIO
42;GUARDIA OBSTETRICA;O90;COMP.DEL PUERPERIO NO CLAS.EN O/PARTE
42;GUARDIA OBSTETRICA;O90.2;HEMATOMA DE HERIDA QUIRURGICA OBSTETRICA
42;GUARDIA OBSTETRICA;O90.9;COMPLICACION PUERPERAL  NO ESPECIFICADA
42;GUARDIA OBSTETRICA;O91;INFECCIONES DE LA MAMA ASOCIADAS CON PAR
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;O91.0;INFECCIONES DEL PEZON ASOCIADAS CON PART
42;GUARDIA OBSTETRICA;O91.1;ABSCESO DE LA MAMA ASOCIADO CON EL PARTO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;O91.2;MASTITIS NO PURULENTA ASOCIADA CON PARTO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;O92.6;GALACTORREA
132;GUARDIA NEONATOLOGICA;O96;MU.MAT.DEB.A CUAL.CAUS.OB.D/42DS.ANT.1AÒ
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;O98.2;GONORREA QUE COMP.EL EMBARAZO PART.PUERP
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;P01.5;FET.Y REC.NACI.AFECTADOS X EMBARAZ.MULTI
132;GUARDIA NEONATOLOGICA;P05;RETARDO DEL CRECIM.FETAL Y DESNUTRIC.FET
132;GUARDIA NEONATOLOGICA;P05.0;BAJO PESO PARA LA EDAD GESTACIONAL
42;GUARDIA OBSTETRICA;P05.9;RETARDO DEL CRECIMIENTO FETAL NO ESPECIF
132;GUARDIA NEONATOLOGICA;P07;TRAST.X CORTA GESTAC.BAJO PESO AL NACER
132;GUARDIA NEONATOLOGICA;P07.1;OTRO PESO BAJO AL NACER
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;P11.2;LESION NO ESPEC.EL ENCEF.DEBID.TRAUMAT.
123;GUARDIA EMERGENCIA;P15.4;TRAUMATISMO FACIAL DURANTE EL NACIMIENTO
132;GUARDIA NEONATOLOGICA;P22;DIFICULTAD RESPIRATORIA DEL RECIEN NACI.
132;GUARDIA NEONATOLOGICA;P22.1;TAQUIPNEA TRANSITORIA DEL RECIEN NACIDO
132;GUARDIA NEONATOLOGICA;P22.9;DIFICULTAD RESP.DEL REC.NACID.NO ESPEC.
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;P23.9;NEUMONIA CONG.ORGANISMO NO ESPECIFICADO
132;GUARDIA NEONATOLOGICA;P26;HEMORR.PULMONAR ORIG.EN PERIO. PERINATAL
132;GUARDIA NEONATOLOGICA;P28;OTROS PROB.RESPI.DEL RN.ORIG.EN PER.PERI
135;GUARDIA PEDIATRIA;P28.0;ATELECTASIA PRIMARIA DEL RECIEN NACIDO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;P28.3;APNEA PRIMARIA DEL SUENO DEL REC.NACIDO
123;GUARDIA EMERGENCIA;P28.4;OTRAS APNEAS DEL RECIEN NACIDO
132;GUARDIA NEONATOLOGICA;P28.9;AFECCION RESPIRAT.NO ESPEC.DEL REC.NACID
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;P36.9;SEPSIS BACTER.DEL REC.NAC.NO ESPECFICADA
123;GUARDIA EMERGENCIA;P38;ONFALITIS DEL RECIEN NACIDO CON O SIN HEMORRAGIA LEVE
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;P39.0;MASTITIS INFECCIOSA NEONATAL
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;P54.3;OTRAS HEMORRAGIAS GASTROINTESTINALES
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;P54.6;HEMORRAGIA VAGINAL NEONATAL
135;GUARDIA PEDIATRIA;P58;ICTERIC.NEONAT.DEBIDA A OTRAS HEMOL.EXCE
135;GUARDIA PEDIATRIA;P58.9;ICTERICIA NEONATAL DEBID.HEMOLISIS EXCES
135;GUARDIA PEDIATRIA;P59;ICTERIC.NEONAT.X OTRAS CAUSAS Y X NO ESP
132;GUARDIA NEONATOLOGICA;P59.0;ICTERICIA NEONATAL ASOC.C/PART.ANTES TER
132;GUARDIA NEONATOLOGICA;P59.2;ICTERICIA NEONAT.DEBID.OTR.LESION HEPATI
132;GUARDIA NEONATOLOGICA;P59.8;ICTERICIA NEONAT.X OTR.CAUSAS ESPECIFICA
135;GUARDIA PEDIATRIA;P59.9;ICTERICIA NEONATAL NO ESPECIFICADA
135;GUARDIA PEDIATRIA;P70;TRAST.TRANSIT.DE METAB.DE CARBOHI.DEL RN
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;P74.1;DESHIDRATAC.DEL REC.NACIDO
132;GUARDIA NEONATOLOGICA;P75;ILEO MECONIAL (E84.1)
42;GUARDIA OBSTETRICA;P81;OTRAS ALTERA. DE REGULAC.DE TEMPER.EN RN
132;GUARDIA NEONATOLOGICA;P81.9;ALTERACION NO ESPECIFICADA DE LA REGULAC
42;GUARDIA OBSTETRICA;P83;OTRAS AFECC.DE PIEL ESPEC. DEL FETO Y RN
135;GUARDIA PEDIATRIA;P83.1;ERITEMA TOXICO NEONATAL
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;P83.9;AFECCION NO ESPECIFICADA DE LA PIEL, PRO
123;GUARDIA EMERGENCIA;P90;CONVULSIONES DEL RECIEN NACIDO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;P91.9;ALTERACION CEREBRAL NO ESPECIFICADA DEL
135;GUARDIA PEDIATRIA;P92;PROB. DE INGESTION DE ALIMENTOS EN EL RN
123;GUARDIA EMERGENCIA;P92.0;VOMITOS DEL RECIEN NACIDO
135;GUARDIA PEDIATRIA;P92.1;REGURGITACION Y RUMIACION DEL RECIEN NAC
132;GUARDIA NEONATOLOGICA;P92.5;DIFICULTAD NEONATAL EN LA LACTANCIA MATE
42;GUARDIA OBSTETRICA;P95;MUERTE FETAL DE CAUSA NO ESPECIFICADA
132;GUARDIA NEONATOLOGICA;P96;OTRAS AFECC.ORIGIN.EN EL PERIO.PERINATAL
132;GUARDIA NEONATOLOGICA;P96.9;AFECC.NO ESP.ORIGIN.PERIODO PERINATAL
135;GUARDIA PEDIATRIA;Q05.9;ESPINA BIFIDA NO ESPECIFICADA
123;GUARDIA EMERGENCIA;Q17.3;OTRAS DEFORMIDADES DEL PABELLON AURICULAR
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;Q20.0;TRONCO ARTERIOSO COMUN
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;Q24.9;MALFORMACION CONGENITA DEL CORAZON N/ESP
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;Q32.2;BRONCOMALACIA CONGENITA
135;GUARDIA PEDIATRIA;Q36;LABIO LEPORINO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;Q40.1;HERNIA HIATAL CONGENITA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;Q53.1;TESTICULO NO DESCENDIDO UNILATERAL
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;Q61.3;RIÒON POLIQUISTICO TIPO NO ESPECIFICADO
135;GUARDIA PEDIATRIA;Q62.0;HIDRONEFROSIS CONGENITA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;Q62.7;REFLUJO VESICO-URETERO-RENAL CONGENITO
135;GUARDIA PEDIATRIA;Q65.8;OTRAS DEFORMACIONES CONG. DE CADERA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;Q66.7;PIE CAVUS
135;GUARDIA PEDIATRIA;Q66.8;OTRAS DEFORM. CONGENITAS DE LOS PIES
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;Q69.0;DEDO/S SUPERNUMERARIOS/S DE LA MANO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;Q77.9;OSTEOCOND.DEF.CRECIM.HUES.LAR.C.VERT.S.E
135;GUARDIA PEDIATRIA;Q78.0;OSTEOGENESIS IMPERFECTA
135;GUARDIA PEDIATRIA;Q80.1;ICTIOSIS LIGADA AL CROMOSOMA X
135;GUARDIA PEDIATRIA;Q87.1;SIND.MALFORM.CONG.ASOC.PRINCI.C/EST.BAJA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;Q90.9;SINDROME DE DOWN NO ESPECIFICADO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;R00;ANORMALIDADES DEL LATIDO CARDIACO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;R00.0;TAQUICARDIA NO ESPECIFICADA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;R00.1;BRADICARDIA NO ESPECIFICADA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;R00.2;PALPITACIONES
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;R02;GANGRENA, NO CLASIFICADA EN OTRA PARTE
123;GUARDIA EMERGENCIA;R03;LECTURA DE PRESION SANGUINEA ANORMAL- SIN DIAGNOSTICO
123;GUARDIA EMERGENCIA;R03.0;LECTURA ELEVADA DE LA PRESION SANGUINEA- SIN DIAGNOSTICO DE HTA
42;GUARDIA OBSTETRICA;R04;HEMORRAGIAS DE LAS VIAS RESPIRATORIAS
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;R04.0;EPISTAXIS
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;R04.2;HEMOPTISIS
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;R04.9;HEMORRAGIA DE VIAS RESPIRATORIAS NO ESPE
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;R05;TOS
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;R06;ANORMALIDADES DE LA RESPIRACION
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;R06.0;DISNEA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;R06.4;HIPERVENTILACION
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;R06.6;HIPO
835;GUARDIA COVID19;R06.7;ESTORNUDO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;R06.8;OTR.ANORM.RESPIRACION Y LAS NO ESPECIFIC
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;R07;DOLOR DE GARGANTA Y EN EL PECHO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;R07.0;DOLOR DE GARGANTA
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;R07.1;DOLOR TORACICO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;R07.2;DOLOR PRECORDIAL
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;R07.3;OTROS DOLORES EN EL PECHO
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;R07.4;DOLO EN EL PECHO NO ESPECIFICADO
135;GUARDIA PEDIATRIA;R09;OTRS.SINTOM.Y SIGNOS DE SIST.CIRC.Y RESP
35;GUARDIA EMERGENCIA - MEDICINA URGENCIA;R09.0;ASFIXIA
135;GUARDIA PEDIATRIA;R09.2;PARO RESPIRATORIO
